area_sqft,house_age,bedrooms,avg_rooms,bathrooms,population,avg_occupancy,latitude,longitude,area_name,city,price,price_per_sqft,distance_to_city_center,property_type
1287,10+,1,3,1,55078,3,10.77091,79.244,Sethubavachatram,Thanjavur,1590000,1235,11.74,Apartment
1161,5-10,5,6,3,45594,4,10.6865,79.18418,Budalur,Thanjavur,2150000,1852,12.27,Independent House
1184,0-1,4,5,4,61171,2,10.6797,79.11457,Kumbakonam,Thanjavur,2430000,2052,12.2,Builder Floor
1999,1-5,3,6,2,46551,5,10.77314,79.13716,Kumbakonam,Thanjavur,1890000,945,1.54,Builder Floor
1024,5-10,1,2,1,48943,4,10.6841,79.0289,Pattukottai,Thanjavur,1810000,1768,16.51,Apartment
3342,1-5,5,7,2,56336,2,10.76645,79.10581,Thiruvaiyaru,Thanjavur,3340000,999,4.18,Independent House
2127,1-5,2,4,2,43230,3,10.86807,79.15907,Pattukottai,Thanjavur,2690000,1265,9.31,Independent House
1887,5-10,2,3,2,82773,5,10.88769,79.13848,Kumbakonam,Thanjavur,2350000,1245,11.2,Apartment
4538,5-10,5,7,2,38440,4,10.71733,79.17074,Thiruvaiyaru,Thanjavur,3310000,729,8.54,Villa
2031,1-5,0,0,0,59282,0,10.85224,79.15122,Budalur,Thanjavur,1110000,547,7.4,Plot
2877,10+,3,4,1,77634,6,10.78717,79.18879,Pattukottai,Thanjavur,2390000,831,5.57,Independent House
2896,10+,4,6,1,53049,5,10.81226,78.94422,Budalur,Thanjavur,1630000,563,21.33,Independent House
1158,10+,4,5,1,93860,4,10.7749,79.03067,Kumbakonam,Thanjavur,1580000,1364,11.78,Independent House
1963,1-5,0,0,0,68301,0,10.75008,79.21056,Peravurani,Thanjavur,900000,458,8.95,Plot
1115,10+,1,3,1,55333,2,10.80763,79.16768,Peravurani,Thanjavur,2260000,2027,3.99,Apartment
3214,1-5,3,5,3,71374,5,10.91798,79.13248,Pattukottai,Thanjavur,2190000,681,14.58,Independent House
5748,1-5,3,6,4,69499,3,10.62925,79.06066,Peravurani,Thanjavur,3530000,614,19.46,Villa
1413,5-10,2,4,2,68166,6,10.87999,79.02636,Sethubavachatram,Thanjavur,2160000,1529,15.97,Independent House
4789,5-10,5,8,3,46049,6,10.77299,79.1445,Sethubavachatram,Thanjavur,3550000,741,1.72,Villa
2349,0-1,2,3,2,42783,3,10.81714,79.1931,Sethubavachatram,Thanjavur,2400000,1022,6.91,Apartment
2994,5-10,5,7,2,58220,6,10.80368,78.95887,Papanasam,Thanjavur,1630000,544,19.63,Independent House
1833,1-5,4,7,2,29658,2,10.85813,79.23314,Sethubavachatram,Thanjavur,2140000,1167,13.08,Independent House
2041,1-5,3,4,2,60816,2,10.81248,79.05008,Peravurani,Thanjavur,2470000,1210,9.99,Independent House
1759,0-1,4,6,1,54178,3,10.5798,79.08383,Thiruvaiyaru,Thanjavur,2300000,1308,23.78,Independent House
1941,5-10,2,4,2,104528,2,10.65867,79.10791,Peravurani,Thanjavur,2260000,1164,14.64,Apartment
2392,1-5,4,6,2,47052,3,10.78936,79.19616,Papanasam,Thanjavur,2460000,1028,6.38,Independent House
715,5-10,4,5,4,56651,3,10.84963,79.08993,Kumbakonam,Thanjavur,2130000,2979,8.71,Independent House
1965,5-10,3,5,2,55931,4,10.91355,79.23477,Budalur,Thanjavur,1340000,682,17.61,Builder Floor
1612,10+,3,4,2,73826,3,10.90897,79.13738,Thiruvaiyaru,Thanjavur,1570000,974,13.56,Independent House
4197,5-10,5,8,3,33918,3,10.78799,79.07357,Budalur,Thanjavur,4120000,982,7.02,Villa
2491,5-10,3,6,1,64873,2,10.75265,79.05195,Orathanadu,Thanjavur,1960000,787,10.13,Independent House
533,10+,2,3,1,41725,3,10.80407,79.09062,Budalur,Thanjavur,1850000,3471,5.49,Apartment
1045,5-10,3,4,2,35376,3,10.76506,79.1573,Kumbakonam,Thanjavur,2170000,2077,3.24,Apartment
2172,10+,0,0,0,58532,0,10.82473,79.09292,Pattukottai,Thanjavur,810000,373,6.45,Plot
505,1-5,2,3,1,48988,5,10.83315,79.24893,Sethubavachatram,Thanjavur,2060000,4079,13.18,Apartment
584,5-10,2,4,1,87585,5,10.90314,78.97162,Papanasam,Thanjavur,1250000,2140,22.27,Apartment
1157,10+,4,5,1,59349,5,10.80993,79.1938,Kumbakonam,Thanjavur,1490000,1288,6.63,Builder Floor
3305,10+,4,6,2,81013,4,10.70068,79.24707,Kumbakonam,Thanjavur,3000000,908,15.32,Villa
1650,0-1,3,4,1,52718,3,10.92605,79.16809,Peravurani,Thanjavur,2410000,1461,15.81,Apartment
1359,10+,1,3,1,47110,2,10.87447,79.20499,Sethubavachatram,Thanjavur,1470000,1082,12.18,Apartment
1545,5-10,3,5,1,55313,3,10.83528,79.03026,Peravurani,Thanjavur,1510000,977,12.91,Apartment
1168,10+,2,3,1,73403,4,10.81483,79.14832,Pattukottai,Thanjavur,1740000,1490,3.3,Apartment
2219,5-10,2,4,2,63684,5,10.93767,79.0944,Papanasam,Thanjavur,2020000,910,17.41,Apartment
5281,1-5,5,8,2,49057,4,10.79205,79.23608,Orathanadu,Thanjavur,3720000,704,10.75,Villa
2202,1-5,2,3,1,60953,5,10.75889,79.17233,Thiruvaiyaru,Thanjavur,2390000,1085,4.9,Apartment
2521,1-5,4,6,1,79189,5,10.83027,79.08224,Papanasam,Thanjavur,2880000,1142,7.74,Independent House
470,10+,2,4,2,42200,3,10.67399,79.16204,Thiruvaiyaru,Thanjavur,1510000,3213,12.84,Apartment
1510,1-5,4,6,4,76621,5,10.76641,79.05687,Sethubavachatram,Thanjavur,2310000,1530,9.13,Apartment
2647,5-10,4,5,1,30807,2,10.91887,79.19824,Thiruvaiyaru,Thanjavur,2410000,910,16.08,Independent House
480,10+,3,5,1,62639,3,10.79827,79.10415,Kumbakonam,Thanjavur,1680000,3500,3.88,Apartment
1535,1-5,2,4,1,66764,4,10.82168,79.19119,Papanasam,Thanjavur,1730000,1127,6.99,Apartment
861,0-1,5,6,2,72008,6,10.7659,79.18244,Orathanadu,Thanjavur,3130000,3635,5.41,Independent House
5696,10+,3,5,4,69996,3,10.77224,79.19203,Sethubavachatram,Thanjavur,3700000,650,6.15,Villa
768,5-10,2,3,2,71103,4,10.91445,79.05475,Sethubavachatram,Thanjavur,1900000,2474,16.83,Apartment
557,1-5,3,5,1,47286,5,10.86152,79.20377,Sethubavachatram,Thanjavur,2050000,3680,10.98,Apartment
4019,1-5,4,7,2,40270,3,10.84814,79.08758,Kumbakonam,Thanjavur,3970000,988,8.74,Villa
3282,5-10,3,5,2,50397,4,10.88482,79.01199,Peravurani,Thanjavur,2250000,686,17.52,Independent House
1103,1-5,2,3,2,62050,5,10.90998,79.02543,Orathanadu,Thanjavur,2030000,1840,18.37,Apartment
945,10+,4,7,3,9382,4,10.75828,79.09316,Thiruvaiyaru,Thanjavur,1820000,1926,5.83,Builder Floor
2373,0-1,2,3,1,69083,4,10.86387,79.15113,Budalur,Thanjavur,2550000,1075,8.67,Apartment
3336,10+,4,6,3,46533,3,10.86065,79.20209,Thiruvaiyaru,Thanjavur,3270000,980,10.79,Villa
2159,0-1,2,4,1,44974,5,10.80849,79.17823,Budalur,Thanjavur,2410000,1116,5.02,Apartment
1382,1-5,2,3,2,94313,2,10.88643,79.0247,Budalur,Thanjavur,1430000,1035,16.58,Apartment
2092,0-1,1,3,1,48838,2,10.72415,79.13927,Orathanadu,Thanjavur,2460000,1176,6.99,Apartment
2844,1-5,3,6,3,11938,5,10.76163,79.05281,Budalur,Thanjavur,2960000,1041,9.7,Independent House
616,5-10,2,3,1,48267,5,10.68134,79.10997,Budalur,Thanjavur,1860000,3019,12.14,Apartment
1063,0-1,2,3,2,69936,3,10.81236,79.10373,Peravurani,Thanjavur,2470000,2324,4.67,Apartment
1533,1-5,2,3,1,62827,6,10.73309,79.08343,Peravurani,Thanjavur,2410000,1572,8.44,Independent House
592,0-1,2,3,2,58623,2,10.91227,79.18747,Pattukottai,Thanjavur,2350000,3970,14.95,Apartment
2198,5-10,3,5,3,61857,4,10.82954,79.13925,Kumbakonam,Thanjavur,1730000,787,4.73,Apartment
2260,0-1,2,3,2,73628,3,10.77863,79.0832,Peravurani,Thanjavur,2750000,1217,6.04,Apartment
1628,0-1,3,4,3,58177,3,10.80949,79.05863,Thiruvaiyaru,Thanjavur,2110000,1296,9.0,Builder Floor
904,1-5,3,6,2,41107,2,10.75731,79.22653,Budalur,Thanjavur,2330000,2577,10.24,Independent House
5376,1-5,3,5,3,31395,5,10.81404,79.04276,Papanasam,Thanjavur,5300000,986,10.81,Villa
1261,10+,1,3,1,61065,4,10.77297,79.10433,Budalur,Thanjavur,2240000,1776,3.97,Apartment
3462,0-1,3,4,3,24517,2,10.75108,79.07241,Thiruvaiyaru,Thanjavur,2760000,797,8.18,Independent House
1352,10+,5,8,4,73679,6,10.78332,79.1867,Orathanadu,Thanjavur,1590000,1176,5.36,Builder Floor
1995,10+,2,3,1,33470,2,10.80577,79.18589,Kumbakonam,Thanjavur,1820000,912,5.65,Apartment
1543,10+,0,0,0,67969,0,10.79186,79.0764,Orathanadu,Thanjavur,850000,551,6.73,Plot
1139,1-5,2,3,2,49265,5,10.7314,79.08122,Orathanadu,Thanjavur,2030000,1782,8.74,Apartment
1829,1-5,4,6,4,37770,5,10.72637,79.03361,Papanasam,Thanjavur,2520000,1378,13.23,Apartment
1719,10+,2,3,1,42924,3,10.75663,79.1955,Kumbakonam,Thanjavur,2080000,1210,7.15,Apartment
5372,10+,5,7,2,79902,5,10.81418,79.17919,Thiruvaiyaru,Thanjavur,3400000,633,5.44,Villa
2139,5-10,0,0,0,63115,0,10.79773,79.16526,Budalur,Thanjavur,1050000,491,3.23,Plot
2225,0-1,4,6,1,78839,5,10.77457,79.16635,Thiruvaiyaru,Thanjavur,2620000,1178,3.41,Apartment
1616,5-10,0,0,0,59016,0,10.78656,79.03233,Thiruvaiyaru,Thanjavur,950000,588,11.52,Plot
1518,5-10,3,5,2,66439,4,10.91481,79.16833,Sethubavachatram,Thanjavur,1810000,1192,14.6,Apartment
1751,1-5,2,4,2,55742,3,10.81239,79.22946,Orathanadu,Thanjavur,2270000,1296,10.4,Apartment
5097,1-5,3,5,3,76039,4,10.83284,79.23125,Papanasam,Thanjavur,4220000,828,11.41,Villa
1155,1-5,2,5,2,54138,3,10.83176,79.25213,Pattukottai,Thanjavur,1690000,1463,13.44,Builder Floor
5458,1-5,5,7,4,48747,5,10.73954,79.16027,Peravurani,Thanjavur,4370000,801,5.82,Villa
2886,1-5,0,0,0,40457,0,10.84663,79.2198,Pattukottai,Thanjavur,1200000,416,11.14,Plot
1047,5-10,2,3,1,50102,3,10.81556,79.02872,Orathanadu,Thanjavur,2000000,1910,12.33,Apartment
2622,5-10,4,6,4,61423,3,10.87753,79.01857,Papanasam,Thanjavur,2570000,980,16.46,Villa
825,10+,2,3,1,52507,3,10.72452,79.06778,Budalur,Thanjavur,1500000,1818,10.33,Apartment
723,1-5,2,4,1,98777,2,10.76153,79.19598,Pattukottai,Thanjavur,1940000,2683,6.96,Apartment
1654,1-5,2,4,2,82623,3,10.8341,79.11985,Sethubavachatram,Thanjavur,2010000,1215,5.59,Apartment
1347,10+,2,4,2,62759,5,10.83563,79.04231,Pattukottai,Thanjavur,1620000,1203,11.75,Apartment
892,5-10,3,4,2,41660,5,10.77222,79.18091,Papanasam,Thanjavur,2840000,3184,4.99,Apartment
2213,5-10,4,5,2,54453,2,10.84707,78.98031,Papanasam,Thanjavur,1900000,859,18.45,Independent House
1714,5-10,1,2,1,53514,4,10.80348,79.27733,Budalur,Thanjavur,2050000,1196,15.35,Apartment
1862,1-5,3,4,2,99535,5,10.73274,79.01431,Orathanadu,Thanjavur,1870000,1004,14.78,Builder Floor
1429,1-5,4,5,3,78467,3,10.73844,79.18386,Sethubavachatram,Thanjavur,2400000,1679,7.38,Builder Floor
5835,5-10,3,5,4,77446,4,10.86587,79.02477,Kumbakonam,Thanjavur,2330000,399,15.14,Villa
2570,0-1,0,0,0,40443,0,10.84943,79.05576,Papanasam,Thanjavur,1340000,521,11.33,Plot
1143,10+,4,5,3,54009,5,10.83995,79.2173,Sethubavachatram,Thanjavur,1860000,1627,10.49,Independent House
748,10+,1,2,1,56858,2,10.96406,79.13052,Pattukottai,Thanjavur,1470000,1965,19.7,Apartment
1350,10+,2,3,2,62257,3,10.73104,79.10281,Thiruvaiyaru,Thanjavur,1810000,1341,7.3,Apartment
472,10+,2,3,1,60878,2,10.75973,79.2155,Peravurani,Thanjavur,1960000,4153,9.01,Apartment
2156,1-5,3,5,3,38115,3,10.79483,79.2745,Kumbakonam,Thanjavur,1820000,844,14.96,Apartment
2793,1-5,3,5,4,56817,3,10.65446,79.18849,Sethubavachatram,Thanjavur,3070000,1099,15.74,Villa
2866,5-10,0,0,0,54498,0,10.83679,79.05638,Kumbakonam,Thanjavur,900000,314,10.48,Plot
539,1-5,3,4,1,41298,2,10.66394,79.04823,Papanasam,Thanjavur,2100000,3896,16.82,Apartment
930,5-10,1,2,1,44805,2,10.81109,79.09994,Peravurani,Thanjavur,1950000,2097,4.93,Apartment
5605,1-5,5,8,2,54530,5,10.82264,79.13381,Sethubavachatram,Thanjavur,4840000,864,3.99,Villa
1240,1-5,2,4,1,42292,3,10.89095,79.25069,Budalur,Thanjavur,2060000,1661,16.9,Apartment
2045,1-5,3,4,1,54368,2,10.9713,79.18093,Papanasam,Thanjavur,1650000,807,21.03,Apartment
3297,1-5,0,0,0,38684,0,10.73709,79.07204,Pattukottai,Thanjavur,1400000,425,9.08,Plot
748,0-1,3,4,3,63644,3,10.91538,79.15369,Budalur,Thanjavur,2130000,2848,14.38,Apartment
880,1-5,1,3,1,58278,4,10.67288,79.13598,Peravurani,Thanjavur,1860000,2114,12.69,Apartment
1164,10+,3,5,2,124596,4,10.64593,79.05698,Peravurani,Thanjavur,1670000,1435,18.0,Apartment
3196,1-5,2,3,1,93717,3,10.8867,79.11795,Kumbakonam,Thanjavur,2760000,864,11.3,Independent House
1408,5-10,3,5,1,59309,3,10.90834,79.19043,Papanasam,Thanjavur,1660000,1179,14.67,Apartment
3466,5-10,0,0,0,50509,0,10.86092,79.18145,Kumbakonam,Thanjavur,1130000,326,9.5,Plot
1773,5-10,4,5,1,69754,3,10.80322,78.94409,Peravurani,Thanjavur,1390000,784,21.24,Builder Floor
772,0-1,3,5,2,52885,3,10.91401,79.09175,Orathanadu,Thanjavur,1640000,2124,14.99,Apartment
4113,1-5,3,5,2,89963,5,10.8813,79.17681,Papanasam,Thanjavur,4510000,1097,11.32,Villa
773,1-5,3,4,2,29490,3,10.81812,79.19076,Budalur,Thanjavur,2080000,2691,6.74,Apartment
1797,1-5,3,4,2,69022,3,10.82299,79.07144,Peravurani,Thanjavur,2690000,1497,8.28,Apartment
3354,0-1,2,3,1,60298,5,10.83905,79.21651,Kumbakonam,Thanjavur,2820000,841,10.36,Independent House
1860,10+,2,3,2,62373,6,10.72135,78.99484,Kumbakonam,Thanjavur,1770000,952,17.24,Independent House
1189,0-1,2,3,1,79872,5,10.73129,79.20808,Orathanadu,Thanjavur,2450000,2061,9.86,Apartment
1809,1-5,2,4,2,49016,4,10.68543,79.06106,Papanasam,Thanjavur,2050000,1133,14.07,Apartment
684,5-10,4,6,2,87598,3,10.78377,79.13528,Papanasam,Thanjavur,2350000,3436,0.45,Apartment
3066,5-10,2,5,1,65421,2,10.82485,79.26697,Pattukottai,Thanjavur,2140000,698,14.72,Independent House
1073,5-10,2,3,2,101898,5,12.825,79.77394,Cheyyar,Kancheepuram,3080000,2870,8.62,Apartment
4923,0-1,4,6,4,99270,3,12.82389,79.78607,Sriperumbudur,Kancheepuram,5350000,1087,9.92,Villa
1322,5-10,4,6,1,116516,4,12.81604,79.61091,Kancheepuram Town,Kancheepuram,2680000,2027,9.09,Apartment
2699,5-10,3,4,3,119495,5,12.9298,79.69689,Uthiramerur,Kancheepuram,2880000,1067,12.38,Independent House
1804,1-5,0,0,0,104075,0,12.86359,79.6553,Madurantakam,Kancheepuram,1970000,1092,6.59,Plot
1387,1-5,3,4,1,82825,4,12.82891,79.72225,Cheyyar,Kancheepuram,4310000,3107,3.2,Apartment
2440,10+,4,6,4,74301,5,12.8526,79.74715,Uthiramerur,Kancheepuram,5350000,2193,6.83,Villa
826,1-5,2,3,2,143032,4,12.79554,79.67329,Chengalpattu,Kancheepuram,3240000,3923,3.45,Apartment
1578,1-5,2,5,1,127547,5,12.80174,79.76726,Cheyyar,Kancheepuram,3900000,2471,8.09,Independent House
1365,1-5,3,4,2,66115,4,12.90951,79.76142,Uthiramerur,Kancheepuram,3430000,2513,12.44,Independent House
1887,0-1,3,4,2,98494,6,12.94768,79.64022,Kancheepuram Town,Kancheepuram,4350000,2305,15.53,Independent House
3074,0-1,0,0,0,76812,0,12.89871,79.56318,Sriperumbudur,Kancheepuram,1650000,537,16.82,Plot
3226,5-10,3,6,1,41906,4,12.81434,79.66837,Cheyyar,Kancheepuram,4210000,1305,2.89,Independent House
920,1-5,1,3,1,58334,3,12.83072,79.82285,Uthiramerur,Kancheepuram,3470000,3772,13.96,Apartment
2121,0-1,0,0,0,96421,0,12.83222,79.61748,Uthiramerur,Kancheepuram,2140000,1009,8.51,Plot
1459,5-10,2,3,1,169621,2,12.68014,79.72166,Walajabad,Kancheepuram,2640000,1809,15.66,Apartment
1119,1-5,1,3,1,110395,2,12.73352,79.8561,Chengalpattu,Kancheepuram,2860000,2556,19.89,Apartment
1342,0-1,0,0,0,93972,0,12.96185,79.73578,Sriperumbudur,Kancheepuram,1250000,931,16.55,Plot
1139,10+,1,2,1,90900,4,12.7093,79.85048,Chengalpattu,Kancheepuram,1630000,1431,20.8,Apartment
1535,5-10,3,6,1,164990,5,12.839,79.70946,Cheyyar,Kancheepuram,3100000,2020,2.79,Builder Floor
888,5-10,0,0,0,47253,0,12.78532,79.72012,Walajabad,Kancheepuram,1570000,1768,4.61,Plot
3755,5-10,0,0,0,160448,0,12.91795,79.75176,Chengalpattu,Kancheepuram,1680000,447,12.67,Plot
2408,10+,1,3,1,74743,5,12.76786,79.764,Uthiramerur,Kancheepuram,2740000,1138,9.39,Apartment
1850,10+,0,0,0,115259,0,12.7318,79.63209,Chengalpattu,Kancheepuram,1380000,746,11.79,Plot
3346,5-10,4,7,3,117695,3,12.7856,79.58893,Chengalpattu,Kancheepuram,5650000,1689,12.04,Villa
2214,5-10,3,5,1,69756,2,12.66819,79.70886,Uthiramerur,Kancheepuram,3140000,1418,16.78,Independent House
2465,1-5,3,6,2,119806,5,12.81514,79.69332,Thiruporur,Kancheepuram,4430000,1797,0.4,Independent House
1208,5-10,3,5,2,38523,3,12.73527,79.6314,Madurantakam,Kancheepuram,4120000,3411,11.52,Independent House
1218,0-1,2,3,2,118116,5,13.00767,79.63034,Kancheepuram Town,Kancheepuram,3580000,2939,22.16,Apartment
1920,10+,4,6,2,85219,3,12.73234,79.67467,Madurantakam,Kancheepuram,2730000,1422,9.82,Independent House
3459,5-10,0,0,0,105320,0,12.80491,79.53591,Chengalpattu,Kancheepuram,1330000,385,17.28,Plot
1502,5-10,1,3,1,109397,2,12.88105,79.60584,Kancheepuram Town,Kancheepuram,2710000,1804,11.88,Apartment
1111,0-1,2,4,1,53249,4,13.04502,79.65703,Walajabad,Kancheepuram,2820000,2538,25.52,Apartment
1579,5-10,3,4,3,127622,6,12.85927,79.70636,Madurantakam,Kancheepuram,3980000,2521,4.71,Independent House
2057,10+,2,4,2,101541,3,12.93736,79.64783,Thiruporur,Kancheepuram,2520000,1225,14.16,Apartment
2258,10+,5,7,3,73786,6,12.93378,79.75024,Uthiramerur,Kancheepuram,4020000,1780,14.16,Villa
1874,5-10,2,4,2,75497,4,12.90401,79.8193,Sriperumbudur,Kancheepuram,2250000,1201,16.52,Apartment
838,1-5,3,5,1,124555,4,12.76706,79.76036,Chengalpattu,Kancheepuram,2780000,3317,9.13,Apartment
1496,10+,2,3,2,70485,4,12.85423,79.86293,Kancheepuram Town,Kancheepuram,2040000,1364,18.67,Apartment
1337,0-1,2,3,2,57774,3,12.85334,79.70527,Uthiramerur,Kancheepuram,3500000,2618,4.04,Apartment
721,1-5,2,3,1,89847,2,12.7466,79.63631,Uthiramerur,Kancheepuram,2650000,3675,10.2,Apartment
919,5-10,2,3,2,83208,3,12.75678,79.53248,Cheyyar,Kancheepuram,2230000,2427,18.88,Builder Floor
652,5-10,4,6,3,136527,5,12.77772,79.67459,Thiruporur,Kancheepuram,3600000,5521,5.03,Apartment
758,10+,3,5,1,119272,2,12.85472,79.72817,Walajabad,Kancheepuram,2290000,3021,5.42,Apartment
544,10+,1,2,1,99590,2,12.81661,79.7949,Thiruporur,Kancheepuram,2400000,4412,10.87,Apartment
1007,10+,2,4,2,63270,4,12.77774,79.63848,Thiruporur,Kancheepuram,2790000,2771,7.6,Apartment
2714,5-10,5,6,4,68006,3,12.85148,79.72483,Sriperumbudur,Kancheepuram,3750000,1382,4.91,Independent House
844,1-5,4,6,3,24533,2,12.97765,79.58298,Madurantakam,Kancheepuram,2530000,2998,21.44,Independent House
1638,10+,2,3,2,92287,2,12.78874,79.58109,Walajabad,Kancheepuram,2810000,1716,12.76,Builder Floor
1393,0-1,4,5,1,63254,5,12.79281,79.731,Chengalpattu,Kancheepuram,3770000,2706,4.86,Independent House
2916,1-5,0,0,0,92514,0,12.69756,79.87124,Uthiramerur,Kancheepuram,1260000,432,23.4,Plot
1020,10+,3,4,2,102021,4,12.79901,79.81042,Madurantakam,Kancheepuram,2790000,2735,12.73,Independent House
1150,1-5,2,4,1,162031,5,12.6227,79.68686,Walajabad,Kancheepuram,2490000,2165,21.79,Builder Floor
2108,1-5,1,3,1,31336,5,12.84046,79.74224,Thiruporur,Kancheepuram,3760000,1784,5.7,Apartment
784,5-10,3,5,3,106783,5,13.04629,79.72698,Cheyyar,Kancheepuram,2340000,2985,25.57,Independent House
1505,10+,0,0,0,113656,0,12.75259,79.90532,Madurantakam,Kancheepuram,1090000,724,23.99,Plot
1570,0-1,3,4,3,153465,5,13.02008,79.6917,Uthiramerur,Kancheepuram,2410000,1535,22.42,Apartment
1010,1-5,2,3,2,112284,4,12.92519,79.68366,Thiruporur,Kancheepuram,3740000,3703,11.92,Apartment
1777,5-10,4,6,3,164425,3,12.96212,79.6036,Kancheepuram Town,Kancheepuram,2500000,1407,18.78,Apartment
2906,0-1,0,0,0,122190,0,12.82527,79.79572,Thiruporur,Kancheepuram,1620000,557,10.98,Plot
5420,5-10,3,6,2,112688,4,12.87866,79.72759,Sriperumbudur,Kancheepuram,7230000,1334,7.58,Villa
4923,5-10,4,7,3,56268,5,12.84728,79.69726,Walajabad,Kancheepuram,5560000,1129,3.21,Villa
5854,1-5,5,8,4,147019,6,12.68192,79.91412,Kancheepuram Town,Kancheepuram,4380000,748,28.23,Villa
1987,0-1,1,2,1,133880,2,12.71654,79.85391,Madurantakam,Kancheepuram,2890000,1454,20.66,Apartment
1032,1-5,1,3,1,83436,5,12.85803,79.7764,Thiruporur,Kancheepuram,3470000,3362,9.89,Apartment
1159,5-10,4,7,2,157131,6,12.83139,79.63437,Madurantakam,Kancheepuram,4620000,3986,6.7,Independent House
2717,1-5,3,4,2,85386,2,12.84856,79.7299,Kancheepuram Town,Kancheepuram,4470000,1645,5.07,Independent House
1446,5-10,3,5,3,56716,5,12.75643,79.7775,Chengalpattu,Kancheepuram,2140000,1480,11.32,Builder Floor
708,5-10,2,3,1,122142,3,12.8413,79.52491,Sriperumbudur,Kancheepuram,1870000,2641,18.58,Apartment
2159,10+,3,4,3,60945,3,12.73324,79.67868,Thiruporur,Kancheepuram,2900000,1343,9.64,Apartment
1600,1-5,4,7,3,111110,5,12.9578,79.66984,Chengalpattu,Kancheepuram,2590000,1619,15.72,Builder Floor
1761,0-1,2,4,2,120837,4,12.84506,79.70088,Uthiramerur,Kancheepuram,3530000,2005,3.03,Builder Floor
2322,0-1,3,6,4,91984,5,12.91912,79.63721,Thiruporur,Kancheepuram,5800000,2498,12.81,Villa
628,5-10,3,5,3,59643,3,12.84035,79.58789,Sriperumbudur,Kancheepuram,3440000,5478,11.83,Apartment
4515,5-10,4,6,2,98864,5,12.91678,79.54648,Thiruporur,Kancheepuram,3800000,842,19.43,Villa
820,10+,4,6,4,72102,5,12.82476,79.73235,Thiruporur,Kancheepuram,2500000,3049,4.14,Apartment
1538,0-1,3,6,1,113780,2,12.68635,79.73207,Uthiramerur,Kancheepuram,2870000,1866,15.24,Builder Floor
1469,1-5,2,3,2,106623,3,12.70815,79.57357,Madurantakam,Kancheepuram,2980000,2029,17.98,Builder Floor
744,10+,2,4,1,25796,2,12.73747,79.85024,Thiruporur,Kancheepuram,1940000,2608,19.12,Apartment
2487,5-10,2,4,1,110578,5,12.73008,79.72291,Chengalpattu,Kancheepuram,3360000,1351,10.3,Apartment
930,1-5,3,5,3,43957,2,12.70031,79.61916,Thiruporur,Kancheepuram,3430000,3688,15.49,Apartment
3166,0-1,5,8,4,102707,6,12.84397,79.57966,Uthiramerur,Kancheepuram,6980000,2205,12.79,Villa
4390,0-1,5,8,3,85384,6,12.79066,79.75876,Sriperumbudur,Kancheepuram,6730000,1533,7.6,Villa
941,1-5,2,3,2,106771,3,12.67087,79.76038,Cheyyar,Kancheepuram,2700000,2869,17.89,Apartment
2181,1-5,2,3,1,45806,5,12.78172,79.67548,Sriperumbudur,Kancheepuram,3430000,1573,4.59,Apartment
1888,0-1,4,7,3,26896,5,12.84166,79.76933,Uthiramerur,Kancheepuram,4490000,2378,8.49,Independent House
2270,1-5,2,4,1,91869,4,12.92631,79.67416,Kancheepuram Town,Kancheepuram,2890000,1273,12.19,Apartment
3151,1-5,2,5,2,111630,5,12.66214,79.73014,Cheyyar,Kancheepuram,3900000,1238,17.81,Independent House
2272,0-1,2,3,2,111761,2,12.80445,79.83973,Sriperumbudur,Kancheepuram,3600000,1585,15.8,Apartment
1621,5-10,2,4,2,54746,2,12.83119,79.64586,Uthiramerur,Kancheepuram,3200000,1974,5.48,Apartment
1828,0-1,4,5,1,62627,5,12.79752,79.60406,Chengalpattu,Kancheepuram,4110000,2248,10.1,Independent House
1079,1-5,2,4,2,148314,2,12.71414,79.79537,Sriperumbudur,Kancheepuram,3350000,3105,15.93,Apartment
2100,1-5,5,8,2,100580,3,12.88685,79.61811,Walajabad,Kancheepuram,5560000,2648,11.26,Villa
3113,5-10,5,8,4,121037,3,12.79937,79.74734,Cheyyar,Kancheepuram,3250000,1044,6.09,Independent House
1018,5-10,0,0,0,118872,0,12.95297,79.81613,Uthiramerur,Kancheepuram,1340000,1316,19.92,Plot
2188,1-5,1,2,1,164598,2,12.75915,79.53281,Uthiramerur,Kancheepuram,3410000,1559,18.75,Apartment
557,10+,2,4,2,116270,4,12.87749,79.6477,Uthiramerur,Kancheepuram,2800000,5027,8.31,Apartment
1029,10+,2,5,2,131647,4,12.79779,79.68878,Thiruporur,Kancheepuram,3540000,3440,2.39,Builder Floor
1017,10+,4,6,2,111495,3,12.89747,79.67951,Walajabad,Kancheepuram,2980000,2930,8.93,Apartment
1455,1-5,3,5,3,88288,6,12.86503,79.81686,Chengalpattu,Kancheepuram,2430000,1670,14.22,Builder Floor
1150,1-5,3,4,1,118048,3,12.85376,79.69707,Walajabad,Kancheepuram,3190000,2774,3.93,Apartment
1900,1-5,2,3,1,110628,2,12.76366,79.80131,Madurantakam,Kancheepuram,4390000,2311,13.07,Independent House
1412,5-10,2,3,1,64632,4,12.70942,79.6725,Madurantakam,Kancheepuram,3170000,2245,12.37,Apartment
2745,1-5,2,5,2,107138,5,12.80796,79.69463,Walajabad,Kancheepuram,5820000,2120,1.17,Independent House
